city,country,dst_lisbon_km,co2_kg,percentile,percent_total_co2_kg,cum_co2_kg,percent_cum_total_co2_kg,model_set
Thuwal, Saudi Arabia,9810.771,869.653,0.6715328467153284,0.010277569649454128,31786.530000000002,0.37565359515745145,Optimistic
Boston, United States,10263.648,887.744,0.6788321167883211,0.010491369305786336,32674.274,0.38614496446323776,Optimistic
Mineola, United States,10785.194,908.577,0.6861313868613139,0.01073757395121052,33582.851,0.3968825384144483,Optimistic
Pittsburgh, United States,11808.673,949.394,0.6934306569343066,0.011219949749812686,34532.245,0.408102488164261,Optimistic
University of Notre Dame du Lac, United States,12654.243,983.023,0.7007299270072993,0.011617377677666086,35515.268000000004,0.4197198658419271,Optimistic
South Bend, United States,12657.995,983.172,0.708029197080292,0.0116191385614643,36498.44,0.43133900440339135,Optimistic
Argonne, United States,12680.35,984.061,0.7153284671532847,0.011629644774193246,37482.501000000004,0.4429686491775846,Optimistic
Indianapolis, United States,12826.216,989.862,0.7226277372262774,0.011698201062202925,38472.363000000005,0.4546668502397876,Optimistic
Chicago, United States,12846.391,990.665,0.7299270072992701,0.011707690925893974,39463.028000000006,0.46637454116568156,Optimistic
Knoxville, United States,12852.397,990.904,0.7372262773722628,0.011710515430778359,40453.93200000001,0.47808505659645995,Optimistic
Oak Ridge, United States,12903.12675,992.921,0.7445255474452555,0.011734352361120633,41446.85300000001,0.4898194089575806,Optimistic
Oak Ridge, United States,12903.12675,992.921,0.7518248175182481,0.011734352361120633,42439.77400000001,0.5015537613187012,Optimistic
Oak Ridge, United States,12903.12675,992.921,0.7591240875912408,0.011734352361120633,43432.695000000014,0.513288113679822,Optimistic
Oak Ridge, United States,12903.12675,992.921,0.7664233576642335,0.011734352361120633,44425.616000000016,0.5250224660409426,Optimistic
Lemont, United States,12922.172,993.679,0.7737226277372263,0.011743310414268597,45419.29500000001,0.5367657764552112,Optimistic
Urbana, United States,13105.954,1000.9875,0.781021897810219,0.011829682355471622,46420.282500000016,0.5485954588106828,Optimistic
Urbana, United States,13105.954,1000.9875,0.7883211678832117,0.011829682355471622,47421.27000000002,0.5604251411661544,Optimistic
Davis County, United States,13671.093,1031.62,0.7956204379562044,0.0121916976101616,48452.89000000002,0.5726168387763161,Optimistic
Ames, United States,13716.787,1034.541,0.8029197080291971,0.012226218023413846,49487.43100000002,0.5848430567997299,Optimistic
Baton Rouge, United States,14633.359,1093.129,0.8102189781021898,0.012918611714486283,50580.56000000002,0.5977616685142162,Optimistic
Rio de Janeiro, Brazil,15432.541,1140.844,0.8175182481751825,0.013482508160337336,51721.40400000002,0.6112441766745534,Optimistic
Boulder, United States,15618.659,1149.517,0.8248175182481752,0.013585005779007904,52870.92100000002,0.6248291824535613,Optimistic
Austin, United States,15708.113,1153.685,0.8321167883211679,0.013634263253309634,54024.606000000014,0.638463445706871,Optimistic
Los Alamos, United States,16293.864,1180.978,0.8394160583941606,0.013956812256696679,55205.58400000002,0.6524202579635677,Optimistic
Salt Lake City, United States,16427.793,1187.219,0.8467153284671532,0.014030568470016524,56392.803000000014,0.6664508264335842,Optimistic
Salt Lake City, United States,16427.793,1187.219,0.8540145985401459,0.014030568470016524,57580.02200000001,0.6804813949036007,Optimistic
Albuquerque, United States,16453.0175,1188.394,0.8613138686131386,0.014044454634197075,58768.41600000001,0.6945258495377977,Optimistic
Albuquerque, United States,16453.0175,1188.394,0.8686131386861314,0.014044454634197075,59956.81000000001,0.7085703041719948,Optimistic
Walla Walla, United States,16501.565,1190.656,0.8759124087591241,0.014071186977496142,61147.466000000015,0.722641491149491,Optimistic
Seattle, United States,16734.855,1201.527,0.8832116788321168,0.014199660586693393,62348.99300000002,0.7368411517361845,Optimistic
Bhagalpur, India,17578.391,1250.588,0.8905109489051095,0.014779464076788717,63599.58100000002,0.7516206158129732,Optimistic
Bengaluru, India,17659.05,1256.153,0.8978102189781022,0.01484523131395022,64855.73400000002,0.7664658471269233,Optimistic
Livermore, United States,18165.915,1291.124,0.9051094890510949,0.015258519013999619,66146.85800000002,0.781724366140923,Optimistic
Murrieta, United States,18168.738,1291.319,0.9124087591240876,0.015260823526352987,67438.17700000003,0.796985189667276,Optimistic
San Francisco, United States,18234.308,1295.843,0.9197080291970803,0.015314288212951126,68734.02000000002,0.8122994778802272,Optimistic
Montevideo, Uruguay,19018.198,1349.928,0.927007299270073,0.015953465395678865,70083.94800000002,0.8282529432759059,Optimistic
La Plata, Argentina,19207.538,1366.91,0.9343065693430657,0.016154158876627047,71450.85800000002,0.8444071021525331,Optimistic
Beijing, China,19335.187,1378.8445,0.9416058394160584,0.0162952009416592,72829.70250000003,0.8607023030941924,Optimistic
Beijing, China,19335.187,1378.8445,0.948905109489051,0.0162952009416592,74208.54700000004,0.8769975040358516,Optimistic
Seoul, South Korea,20837.9765,1519.3485,0.9562043795620438,0.017955678909339304,75727.89550000004,0.894953182945191,Optimistic
Seoul, South Korea,20837.9765,1519.3485,0.9635036496350365,0.017955678909339304,77247.24400000004,0.9129088618545302,Optimistic
Suwon-si, South Korea,20899.503,1525.101,0.9708029197080292,0.01802366202376366,78772.34500000003,0.9309325238782938,Optimistic
Suwon-si, South Korea,20899.503,1525.101,0.9781021897810219,0.01802366202376366,80297.44600000003,0.9489561859020574,Optimistic
Hong Kong Island, China,22054.304,1599.507,0.9854014598540146,0.018902993029736484,81896.95300000002,0.9678591789317939,Optimistic
Auckland, New Zealand,39230.241,2719.647,0.9927007299270073,0.032140821068206475,84616.60000000002,1.0000000000000004,Optimistic
