year,method,kco2_cost_laptop,kco2_cost_network,kco2_cost_server,kco2_cost_total
2021,travel_est_pessimistic,0.0,0.0,0.0,173252.453
2021,iea,9.26924646868,6.484279308234001,1.7473726848000004,17.500898461714
2020,iea,9.072270423333332,9.199432135833334,3.59130408,21.863006639166667
2021,nature,12.639881548199998,11.272892856433591,3.734796672,27.6475710766336
2020,nature,12.371277849999998,15.993174858398438,12.169521,40.53397370839844
2021,travel_est_optimistic,0.0,0.0,0.0,84616.60000000002
2020,travel_est_pessimistic,0.0,0.0,0.0,214128.0680000001
2020,travel_est_optimistic,0.0,0.0,0.0,106453.20999999998
